rxnid	kapp (1/s)
RXN-DMPPS_fdx_FWD-ZMO0875	1.2160410851446093
RXN-MEPCT_FWD-ZMO1128	9.643947348976493
RXN-MECDPS_FWD-ZMO1128	9.643947348976493
RXN-UAGDP_FWD-ZMO0498	13.294673285193019
RXN-G1PACT_FWD-ZMO0498	13.294673285193019
RXN-AICART_FWD-ZMO0027	15.52449316029915
RXN-IMPC_REV-ZMO0027	15.52449316029915
RXN-APRAUR_FWD-ZMO0476	0.7338005160456093
RXN-DHPPDA2_FWD-ZMO0476	0.7338005160456093
RXN-DHAD2_FWD-ZMO1792	41.28089647132871
RXN-DHAD1_FWD-ZMO1792	41.28089647132871
RXN-S2FE2SS_FWD-ZMOenz26	4.214586294293471
RXN-S2FE2SS2_FWD-ZMOenz26	4.214586294293471
RXN-DMATT_FWD-ZMO0855	2.486724404272899
RXN-GRTT_FWD-ZMO0855	2.486724404272899
RXN-S4FE4ST_FWD-ZMOenz13	0.048599693621654484
RXN-S2FE2ST_FWD-ZMOenz13	0.048599693621654484
RXN-3HAD181_FWD-ZMO1146	13.502382235842115
RXN-3HAD40_FWD-ZMO1146	13.502382235842115
RXN-3HAD60_FWD-ZMO1146	13.502382235842115
RXN-T2DECAI_FWD-ZMO1146	13.502382235842115
RXN-3HAD100_FWD-ZMO1146	13.502382235842115
RXN-3HAD80_FWD-ZMO1146	13.502382235842115
RXN-3HAD161_FWD-ZMO1146	13.502382235842115
RXN-3HAD120_FWD-ZMO1146	13.502382235842115
RXN-3HAD121_FWD-ZMO1146	13.502382235842115
RXN-3HAD140_FWD-ZMO1146	13.502382235842115
RXN-3HAD141_FWD-ZMO1146	13.502382235842115
RXN-3HAD160_FWD-ZMO1146	13.502382235842115
RXN-3OAR60_FWD-ZMO1222	18.639812128758795
RXN-3OAR141_FWD-ZMO1222	18.639812128758795
RXN-3OAR181_FWD-ZMO1222	18.639812128758795
RXN-3OAR140_FWD-ZMO1222	18.639812128758795
RXN-3OAR160_FWD-ZMO1222	18.639812128758795
RXN-3OAR161_FWD-ZMO1222	18.639812128758795
RXN-3OAR120_FWD-ZMO1222	18.639812128758795
RXN-3OAR40_FWD-ZMO1222	18.639812128758795
RXN-3OAR121_FWD-ZMO1222	18.639812128758795
RXN-3OAR80_FWD-ZMO1222	18.639812128758795
RXN-3OAR100_FWD-ZMO1222	18.639812128758795
RXN-PPNCL2_FWD-ZMO1190	0.37549523617800273
RXN-PPCDC_FWD-ZMO1190	0.37549523617800273
RXN-ADSL1r_FWD-ZMO0662	9.751432748537407
RXN-ADSL2r_FWD-ZMO0662	9.751432748537407
RXN-MAN6PI_REV-ZMO1233	5.455475291670012
RXN-MAN1PT2_FWD-ZMO1233	5.455475291670012
RXN-RBFK_FWD-ZMO0322	0.23587875520997373
RXN-FMNAT_FWD-ZMO0322	0.23587875520997373
RXN-3OAS80_FWD-ZMO1278	10.475732573863302
RXN-3OAS140_FWD-ZMO1278	10.475732573863302
RXN-3OAS120_FWD-ZMO1278	10.475732573863302
RXN-3OAS60_FWD-ZMO1278	10.475732573863302
RXN-3OAS121_FWD-ZMO1278	10.475732573863302
RXN-3OAS161_FWD-ZMO1278	10.475732573863302
RXN-3OAS181_FWD-ZMO1278	10.475732573863302
RXN-3OAS141_FWD-ZMO1278	10.475732573863302
RXN-3OAS100_FWD-ZMO1278	10.475732573863302
RXN-3OAS160_FWD-ZMO1278	10.475732573863302
RXN-LEUTAi_FWD-ZMO0913	17.697443982304083
RXN-PHETA1_REV-ZMO0913	17.697443982304083
RXN-VALTA_REV-ZMO0913	17.697443982304083
RXN-ILETA_REV-ZMO0913	17.697443982304083
RXN-GLNTRS_FWD-ZMO0784	0.42139073438577385
RXN-GLNTRS_FWD-ZMO0782	0.42139073438577385
RXN-GLNTRS_FWD-ZMO0783	0.42139073438577385
RXN-CLt3_2pp_FWD-ZMO0547	0.45755380276070456
RXN-CLt3_2pp_FWD-ZMO0841	0.45755380276070456
RXN-CLt3_2pp_FWD-ZMO0866	0.45755380276070456
RXN-ALCD2x_REV-ZMO1596	766.1275948721691
RXN-ALCD2x_REV-ZMO1236	766.1275948721691
RXN-SHC1_FWD-ZMO0872	2.390115594949451
RXN-SHC1_FWD-ZMO1548	2.390115594949451
RXN-UMPK_FWD-ZMO1797	9.691005257334872
RXN-UMPK_FWD-ZMO1154	9.691005257334872
RXN-MG2t3_2pp_FWD-ZMO0770	2.1488032489535644
RXN-MG2t3_2pp_FWD-ZMO0866	2.1488032489535644
RXN-P5CR_FWD-ZMO1303	9.723236757642702
RXN-P5CR_FWD-ZMO0311	9.723236757642702
RXN-METS_FWD-ZMO1000	0.18053590177147502
RXN-METS_FWD-ZMO1745	0.18053590177147502
RXN-THRAi_FWD-ZMO1347	2.820290497417222
RXN-THRAi_FWD-ZMO1201	2.820290497417222
RXN-GTPCII2_FWD-ZMO1698	0.024460865522372307
RXN-GTPCII2_FWD-ZMO0474	0.024460865522372307
RXN-CYSS_FWD-ZMO0748	1.331327641167387
RXN-CYSS_FWD-ZMO0821	1.331327641167387
RXN-GLUTRS_FWD-ZMO0900	4.055756258188852
RXN-GLUTRS_FWD-ZMO1964	4.055756258188852
RXN-G3PAT_ZM_FWD-ZMO1195	4.804617387107982
RXN-G3PAT_ZM_FWD-ZMO1900	4.804617387107982
RXN-TYRTA_REV-ZMO0342	0.447783945564804
RXN-TYRTA_REV-ZMO0421	0.447783945564804
RXN-TYRTA_REV-ZMO0937	0.447783945564804
RXN-DHDPS_FWD-ZMO0720	20.529866636526474
RXN-DHDPS_FWD-ZMO1853	20.529866636526474
RXN-GRXR_FWD-ZMO1873	0.5430664738592911
RXN-GRXR_FWD-ZMO0753	0.5430664738592911
RXN-GRXR_FWD-ZMO0573	0.5430664738592911
RXN-DXPS_FWD-ZMO1598	14.764563127417025
RXN-DXPS_FWD-ZMO1234	14.764563127417025
RXN-DHORTS_REV-ZMO0792	3.8986945121197256
RXN-DHORTS_REV-ZMO1689	3.8986945121197256
RXN-SQLS_FWD-ZMO0869	0.5542116618115254
RXN-SQLS_FWD-ZMO0870	0.5542116618115254
RXN-RNFfld_FWD-ZMOenz44	140.02600487897385
RXN-DMPPS_fld_FWD-ZMO0875	1.2160410851446093
RXN-IPDPS_fld_FWD-ZMO0875	1.2160410851446093
RXN-MECDPDH5_fld_FWD-ZMO0180	2.40087784774457
